Amount,Hour,PreviousTransactions,International,NewDevice,HighRiskCountry,Fraud
11497.52,19,32,0,0,0,0
2078.32,3,16,0,0,0,0
7723.45,0,9,1,1,0,1
8987.0,7,15,1,0,0,0
6799.18,23,22,1,1,1,1
11922.97,16,29,1,1,0,1
1905.75,1,32,0,0,1,1
11070.02,12,14,0,0,1,1
11362.11,6,34,1,1,0,1
10161.66,1,34,1,1,0,1
6032.85,6,5,1,1,1,1
2556.52,18,16,0,1,1,1
9955.54,1,39,0,1,0,1
6564.18,18,12,1,0,0,0
13042.49,2,21,1,0,0,1
1313.73,2,40,0,0,1,1
10796.97,9,21,1,0,1,1
4691.03,12,20,1,1,0,1
7765.02,14,12,1,1,0,1
3677.94,20,11,1,1,1,1
8084.9,7,40,0,0,1,1
1327.35,4,34,0,0,0,0
839.5,14,31,1,1,1,1
11977.9,0,14,0,1,0,1
4533.87,1,17,1,0,0,0
4978.91,17,20,0,1,0,0
14888.73,16,14,0,0,0,0
7564.83,4,22,0,1,0,0
8193.45,13,31,1,1,1,1
6630.02,3,11,1,0,1,1
12202.16,10,16,0,1,0,0
3892.17,21,32,1,1,1,1
7821.5,2,19,0,1,0,0
1083.66,7,4,1,0,1,1
13641.35,10,26,1,1,0,1
11821.98,19,37,0,1,1,1
5160.89,21,30,1,1,1,1
3017.89,12,24,0,0,0,0
7525.5,13,1,1,1,1,1
877.8,10,25,1,0,1,1
11366.89,3,6,0,1,1,1
14926.77,23,35,1,0,1,1
10608.98,19,39,1,1,0,1
731.95,15,36,0,1,0,0
13003.89,22,1,1,1,1,1
5762.35,0,19,1,0,1,1
6328.7,12,37,0,0,1,0
4315.89,19,33,1,1,1,1
3863.67,13,28,1,1,1,1
2581.53,2,22,0,0,0,0
6058.77,0,18,1,0,1,1
8106.64,0,11,0,0,1,1
3703.64,7,28,1,0,0,0
8798.5,15,0,0,0,0,0
33.24,16,34,1,0,1,1
7869.19,14,17,1,0,0,0
12659.81,21,5,0,1,0,0
9020.85,20,17,1,0,1,1
2695.93,13,10,0,1,1,1
3087.58,6,37,0,1,0,0
11125.57,18,37,1,0,1,1
12172.88,2,37,0,1,1,1
2454.49,1,6,1,0,1,1
12680.56,0,33,0,1,0,1
7333.1,11,12,1,1,1,1
545.63,15,38,1,0,1,1
3718.11,20,34,1,0,1,1
10967.4,2,6,0,1,0,1
8595.5,16,9,1,0,0,0
5573.19,19,19,1,1,1,1
7117.46,5,31,0,0,0,0
8166.31,20,17,0,0,1,1
2638.61,7,20,0,1,1,1
8498.63,9,18,0,0,0,0
325.64,9,40,0,1,1,1
3519.78,8,1,0,0,1,0
4313.71,16,27,0,1,0,0
67.8,11,17,0,1,1,1
5402.99,3,30,1,0,1,1
5303.66,21,17,0,1,1,1
10086.73,22,8,1,1,1,1
11796.92,23,15,1,0,0,0
12492.93,3,37,0,0,1,1
8084.19,17,37,0,0,1,1
14946.51,13,6,1,1,0,1
5614.48,19,13,1,1,0,1
1773.96,20,7,1,1,0,1
5772.11,19,14,1,1,1,1
14019.84,15,23,1,1,1,1
2758.77,4,26,0,0,1,0
13424.93,20,29,1,0,1,1
10086.29,13,33,0,0,1,1
7957.95,16,25,0,1,1,1
1745.52,13,15,1,0,1,1
5485.48,7,14,1,1,1,1
13460.85,7,32,0,0,1,1
12571.19,17,26,1,0,1,1
4785.99,10,22,0,1,1,1
10025.08,13,25,1,1,1,1
3155.67,11,17,0,0,1,0
14593.3,12,24,0,0,1,1
3192.52,12,14,0,0,1,0
13857.41,5,27,1,1,1,1
14532.26,15,32,0,1,1,1
2674.02,13,31,0,0,0,0
2262.38,12,0,1,1,1,1
13470.94,23,26,0,0,1,1
8419.74,12,14,1,0,1,1
12305.95,20,17,1,1,1,1
12898.33,9,6,0,0,0,0
13463.32,2,37,1,1,0,1
6811.37,16,32,1,1,1,1
7955.92,20,36,0,1,0,0
2963.0,12,27,1,1,0,1
10025.27,15,29,0,0,1,1
3492.8,11,29,1,0,0,0
12664.76,13,13,1,1,1,1
7327.54,17,21,0,1,1,1
3864.14,18,27,0,1,1,1
12206.04,15,8,0,0,0,0
13232.58,22,28,1,1,1,1
10723.63,8,33,1,1,1,1
5314.63,21,7,0,0,1,0
590.46,13,17,1,0,0,0
11653.62,15,24,1,0,1,1
620.5,11,35,1,0,1,1
11435.61,1,18,1,1,1,1
8612.99,13,7,0,1,0,0
8994.54,22,15,1,0,1,1
14209.22,13,15,0,1,0,0
3519.68,13,39,1,0,1,1
9841.54,12,8,1,1,1,1
6329.5,23,1,0,0,0,0
2112.53,23,35,1,0,0,0
10737.29,0,7,1,1,0,1
12724.95,9,15,0,1,0,1
8295.29,4,24,1,1,0,1
3822.15,7,39,0,0,0,0
13932.5,14,20,0,0,0,0
9574.3,18,38,0,1,0,0
9957.46,12,34,0,1,1,1
7445.07,13,18,1,1,0,1
6107.66,2,20,1,0,0,1
5171.39,8,23,1,0,0,0
12326.23,20,28,0,1,0,0
6158.76,13,14,0,0,0,0
6333.95,21,22,1,0,1,1
13268.16,4,28,0,1,1,1
12235.47,5,15,0,0,1,1
2078.99,12,25,0,0,0,0
14861.52,4,13,1,1,1,1
8755.5,19,21,0,1,0,0
2165.69,11,16,0,0,0,0
6228.27,17,19,0,0,0,0
13430.84,15,31,1,0,0,0
14487.27,11,21,1,0,0,0
2301.93,8,28,1,1,1,1
2003.42,13,16,0,0,1,0
1823.69,22,18,0,0,0,0
4778.88,5,11,0,1,0,0
14694.27,13,8,0,1,1,1
2870.85,14,28,0,0,1,0
6546.43,8,5,1,0,1,1
611.91,12,21,1,0,1,1
5137.39,14,39,1,1,1,1
1684.93,14,2,0,1,0,0
635.09,16,39,1,1,1,1
13337.66,18,23,1,0,0,1
9785.43,16,31,1,0,0,0
9234.88,19,18,1,0,1,1
11440.11,19,13,0,0,1,1
2407.08,12,12,1,1,1,1
2226.51,21,2,1,0,0,0
12843.55,18,37,0,1,0,0
8088.53,6,24,1,1,0,1
13966.63,12,14,1,0,0,0
12679.11,14,6,0,0,1,1
1252.61,20,20,1,0,1,1
3815.33,15,2,1,1,1,1
11856.68,16,26,1,0,1,1
5381.08,10,33,0,1,0,0
1764.49,22,2,1,0,1,1
10207.13,3,12,0,0,0,0
90.39,17,19,0,0,1,0
1854.15,4,19,1,1,1,1
7493.22,21,9,0,1,1,1
5185.91,4,13,0,1,1,1
13995.07,16,18,0,1,1,1
14751.43,9,30,0,0,0,0
4773.18,6,24,1,0,0,0
3456.16,2,19,0,1,1,1
10760.19,2,22,1,0,1,1
10108.08,10,20,1,0,1,1
4240.31,2,16,0,0,0,0
14030.03,19,24,0,1,0,1
4305.53,14,33,1,0,0,0
6461.01,18,2,0,0,1,1
14886.82,0,18,1,1,0,1
1641.76,11,25,1,1,0,0
3770.54,6,20,1,1,0,0
2068.1,23,36,0,1,0,0
8574.63,22,14,1,1,0,1
10605.23,16,11,0,1,1,1
4186.77,16,34,0,0,0,0
7435.19,13,18,0,1,0,0
7288.25,16,10,1,0,0,0
652.68,0,28,1,1,1,1
6414.55,1,26,1,1,1,1
14302.84,12,8,1,0,0,0
10882.01,10,14,1,1,1,1
2187.1,2,11,1,0,1,1
2269.2,23,5,1,1,1,1
14814.08,15,14,0,0,0,0
3855.72,0,19,1,0,1,1
10957.51,12,40,1,0,0,0
11118.39,14,24,0,0,0,0
14447.02,8,40,0,1,0,0
7526.59,1,33,1,1,1,1
5439.97,10,9,1,1,1,1
13769.36,12,37,1,0,0,0
5510.84,13,13,1,1,1,1
3335.63,9,18,0,1,1,1
13646.93,20,35,0,0,1,1
3343.0,22,26,0,1,1,1
10550.21,3,26,1,1,1,1
8583.91,22,8,1,1,1,1
13498.41,5,28,0,0,0,0
11053.63,0,28,1,1,0,1
10867.57,3,24,0,0,1,1
10865.06,12,21,1,1,1,1
4151.96,5,33,0,1,0,0
2449.25,18,39,0,0,1,0
6324.75,9,13,1,0,1,1
3371.16,10,26,1,1,1,1
13886.15,19,12,0,0,1,1
3333.27,8,30,0,0,1,0
3461.73,4,17,0,1,1,1
6420.23,12,30,0,1,0,0
6088.09,15,25,0,1,1,1
10679.39,4,28,0,1,1,1
1404.61,9,13,1,0,0,0
429.26,13,39,0,1,1,1
9919.85,15,27,0,1,1,1
6141.46,15,25,1,0,0,0
4908.7,6,30,1,1,1,1
3154.31,21,36,0,1,1,1
9981.05,5,24,1,0,1,1
9613.85,14,27,1,1,1,1
8947.26,23,16,1,1,0,1
7945.53,2,40,1,0,1,1
14251.25,12,2,0,1,0,0
745.33,13,37,1,0,1,1
6665.56,17,38,0,1,1,1
3536.27,3,24,0,0,0,0
13026.8,21,28,1,0,1,1
5994.85,22,12,1,0,0,0
6140.71,16,8,0,1,0,0
7188.66,3,9,0,0,1,1
5635.66,1,27,1,1,1,1
2098.7,23,6,0,1,0,0
7637.64,5,12,0,1,1,1
8192.61,20,19,1,0,1,1
1675.33,7,27,0,0,0,0
2176.97,3,6,0,1,1,1
9412.18,2,16,0,0,0,0
2554.42,12,8,0,0,0,0
3362.79,4,2,0,1,1,1
9842.93,10,5,0,1,1,1
5317.69,19,36,0,0,0,0
14283.39,22,23,1,0,0,0
10252.48,16,19,0,0,0,0
4459.71,3,19,1,0,1,1
12443.62,9,11,0,0,0,0
884.95,23,16,1,0,0,0
9041.43,0,13,0,1,1,1
14687.68,20,17,0,0,1,1
2107.1,3,17,0,0,1,0
10649.85,4,18,0,0,0,0
9924.36,7,40,0,0,0,0
11532.63,0,18,1,0,0,1
1845.59,5,28,1,0,1,1
388.32,11,35,1,0,1,1
10973.96,17,33,1,0,0,0
12717.51,14,36,1,0,0,1
1067.56,23,12,1,1,1,1
2673.49,19,40,1,0,0,0
11570.69,21,1,0,1,1,1
1557.5,3,6,1,1,1,1
11038.69,3,0,1,0,1,1
1287.12,13,31,0,1,0,0
1185.77,21,11,0,1,0,0
8280.07,12,4,1,0,0,0
14841.89,12,13,0,1,0,0
1590.6,3,18,1,1,1,1
8844.73,18,15,1,1,0,1
6169.21,3,12,1,1,1,1
1040.69,5,31,0,0,0,0
10527.8,21,39,1,0,1,1
14295.64,20,20,1,0,0,1
10290.8,3,1,1,0,0,1
3477.23,19,28,0,1,0,0
1087.49,4,12,1,1,0,1
9041.94,23,36,1,1,1,1
1182.25,3,13,0,0,1,0
10062.8,19,22,1,1,1,1
7654.46,11,28,1,0,0,0
4142.73,19,22,1,1,1,1
336.7,10,30,0,0,0,0
14089.48,11,23,0,0,0,0
213.55,12,2,0,1,1,1
11105.89,3,32,0,1,1,1
3291.5,1,5,0,1,0,0
13496.5,22,40,0,1,0,0
508.31,5,37,0,0,1,0
8494.45,14,14,0,0,0,0
12420.24,1,35,0,1,0,1
2202.04,1,35,0,1,1,1
6081.44,6,32,0,0,0,0
4026.87,21,11,1,0,1,1
13130.94,11,26,0,0,0,0
9120.58,18,35,1,0,0,0
10096.75,13,1,1,0,0,0
2011.79,19,7,0,1,0,0
5107.33,1,28,0,1,0,0
8648.18,20,2,0,0,1,1
11258.94,17,19,0,0,0,0
13720.57,10,23,0,0,1,1
11447.83,14,21,0,0,1,1
10269.72,14,6,1,1,1,1
9346.94,12,17,1,0,1,1
4866.83,8,3,1,1,0,1
3434.36,3,24,0,1,1,1
6180.1,14,22,0,0,0,0
14885.89,3,28,0,0,1,1
14409.35,18,24,1,1,1,1
8196.43,20,18,1,0,0,1
4378.2,22,20,1,1,0,1
820.72,23,13,0,1,0,0
1805.55,14,36,1,1,0,0
8439.33,9,28,1,0,1,1
10294.04,8,32,1,0,1,1
5118.91,21,35,1,1,0,1
7729.86,16,2,0,1,0,0
1153.19,23,16,0,0,1,0
6435.41,16,24,1,1,0,1
3438.38,12,23,0,0,1,0
5137.9,8,35,1,0,0,0
4933.9,7,14,0,1,1,1
8445.97,18,5,1,1,1,1
4138.47,22,20,1,1,1,1
6384.57,23,36,1,1,0,1
439.69,4,15,1,0,0,0
571.41,12,18,1,1,1,1
9075.77,5,3,0,1,0,0
1240.36,0,40,0,1,1,1
12154.74,5,3,0,1,0,0
4086.23,13,9,0,0,0,0
9780.93,19,1,0,0,0,0
1045.51,21,34,1,0,1,1
11734.86,22,23,1,1,1,1
3696.97,2,25,0,0,0,0
11378.67,19,9,1,0,0,1
14558.5,22,38,0,0,0,0
7830.09,18,28,0,1,0,0
8497.58,17,34,1,1,1,1
6463.03,17,15,1,0,1,1
6546.13,18,10,1,0,1,1
3551.45,23,39,1,0,0,0
7767.89,19,3,1,0,1,1
5498.84,1,4,1,0,0,1
1431.21,11,0,1,0,1,1
9922.19,16,38,0,1,0,0
10968.54,2,8,1,1,1,1
7485.37,16,25,0,1,0,0
5838.56,23,3,1,1,0,1
11252.52,12,17,1,1,1,1
9085.37,13,8,1,0,1,1
1208.08,9,31,0,0,1,0
4427.41,7,1,0,0,1,0
1372.83,4,11,0,1,0,0
203.72,13,6,0,1,0,0
4252.11,12,12,0,1,1,1
14097.73,21,19,1,0,1,1
11716.67,19,9,1,0,1,1
13875.82,18,25,0,1,1,1
12168.27,20,4,0,0,0,0
8072.21,10,5,1,0,1,1
9136.63,15,15,0,0,0,0
2908.8,0,35,1,1,1,1
1822.23,22,29,1,1,1,1
5424.08,9,21,0,0,1,0
201.78,21,18,1,0,0,0
7826.92,4,1,0,1,0,0
5967.28,2,8,1,0,1,1
142.81,14,26,0,1,0,0
1594.15,11,21,1,0,1,1
4763.51,7,39,0,0,1,0
5015.04,7,35,1,1,0,1
14714.04,0,2,1,1,1,1
7809.99,3,29,1,1,1,1
2239.62,6,36,0,0,0,0
12966.19,4,3,0,0,1,1
7183.67,21,5,0,1,1,1
9193.69,15,21,1,1,1,1
687.05,3,18,0,1,0,0
9542.05,14,25,0,1,1,1
1566.79,14,35,1,1,0,0
5966.13,11,29,0,1,1,1
13593.96,5,31,0,1,1,1
8903.78,15,5,1,0,0,0
6998.58,4,14,0,0,0,0
9313.23,14,10,0,1,1,1
12112.71,16,28,1,0,0,0
14940.44,1,11,1,0,0,1
2420.01,10,17,0,1,1,1
14993.21,12,40,1,0,1,1
13762.55,4,26,0,1,0,1
5230.63,12,33,0,0,0,0
11868.66,2,3,1,0,1,1
1549.01,1,38,0,0,0,0
10231.37,7,21,0,1,0,0
7482.58,2,27,0,0,1,1
7621.84,9,30,1,1,0,1
266.81,3,17,1,1,1,1
8201.44,16,20,1,1,0,1
8684.1,7,1,1,1,1,1
577.67,22,33,1,0,1,1
6607.75,10,27,0,0,1,0
9597.98,0,18,0,1,0,1
12798.93,4,21,0,0,1,1
11014.09,12,31,0,1,0,1
785.61,3,8,0,0,0,0
10044.76,12,15,1,0,0,0
7681.09,9,7,0,0,0,0
1380.46,17,34,0,1,1,1
2563.08,1,3,1,1,1,1
4990.97,10,31,0,0,1,0
11250.19,15,37,1,0,1,1
1022.11,12,14,1,0,1,1
5226.11,2,19,0,1,1,1
594.19,5,21,0,1,1,1
1856.28,10,32,1,1,0,0
1663.33,14,0,0,1,1,1
8420.6,0,40,1,1,0,1
2715.24,0,3,1,0,0,0
1608.05,9,1,1,0,1,1
9827.82,8,26,1,1,1,1
327.55,3,30,1,1,0,1
9341.31,9,11,0,1,1,1
4763.97,23,6,1,0,0,0
2620.82,18,33,1,0,0,0
5621.34,9,32,1,0,1,1
6895.27,5,16,1,1,0,1
1682.42,13,25,1,1,1,1
14085.05,12,37,0,1,0,1
2367.07,6,38,0,0,0,0
4419.89,23,11,1,0,0,0
7064.92,10,40,0,0,0,0
10486.55,13,38,1,0,0,0
7736.0,15,34,1,0,0,0
4305.08,22,12,0,0,1,0
9003.34,1,39,1,1,0,1
14449.64,4,36,1,1,0,1
5470.96,6,6,0,0,0,0
12785.96,15,34,0,1,1,1
652.72,4,23,0,0,0,0
6753.98,17,0,1,0,1,1
14847.91,20,15,0,1,0,0
282.95,2,7,0,1,0,0
14809.11,16,1,0,1,0,0
6523.83,7,27,0,1,0,0
2358.5,23,3,1,0,1,1
13364.96,5,29,1,1,1,1
3059.84,6,12,1,0,1,1
131.85,11,14,0,0,1,0
10767.86,17,40,0,0,1,1
5169.19,13,2,1,0,0,0
8697.64,0,35,1,1,1,1
10015.45,23,20,0,1,0,1
7421.81,11,7,0,0,0,0
9890.59,9,15,0,0,1,1
3428.75,13,3,1,1,0,0
9195.2,20,26,1,0,0,1
552.82,9,24,1,1,1,1
6383.65,8,38,0,0,1,0
6214.3,16,26,0,1,1,1
14889.77,9,11,0,0,0,0
10533.44,10,3,1,0,1,1
3013.02,1,6,0,0,1,0
161.2,17,16,1,0,0,0
1164.11,23,39,1,1,0,1
11269.4,7,26,1,0,1,1
7723.95,3,3,1,1,0,1
8374.98,22,31,0,1,0,0
7724.62,5,13,1,0,0,0
13546.06,2,21,0,0,0,0
3586.94,12,28,1,0,0,0
1117.27,16,0,0,0,0,0
10159.1,8,39,0,1,0,0
13499.01,3,8,0,0,0,0
7490.76,0,24,1,0,0,0
4023.98,18,10,0,0,1,0
7947.58,22,14,1,0,0,0
1775.16,10,15,1,0,0,0
13870.68,23,31,1,1,1,1
535.59,22,18,1,0,0,0
13917.03,15,17,1,0,1,1
4202.46,21,8,0,0,1,0
4359.7,6,0,1,1,0,1
4813.47,14,12,1,1,1,1
302.85,15,3,0,0,1,0
3232.75,15,38,1,0,0,0
14166.11,23,11,0,1,1,1
14638.91,7,37,1,0,1,1
13746.79,15,9,1,0,0,1
1417.91,5,37,0,1,1,1
10585.08,1,26,1,0,1,1
11697.7,6,9,0,0,0,0
8252.62,9,0,0,0,0,0
11921.22,15,12,0,0,0,0
4968.73,8,12,1,0,1,1
9689.7,10,36,1,1,0,1
11215.01,12,7,1,1,1,1
2281.36,0,3,1,0,0,0
14807.65,3,35,0,0,0,0
1398.34,3,16,1,0,1,1
1551.29,9,7,1,0,1,1
7149.97,22,35,0,1,0,0
1025.52,11,34,1,1,0,0
3665.6,3,5,1,1,0,1
6708.47,13,30,0,0,0,0
11116.73,7,25,0,0,1,1
6177.02,10,0,0,0,0,0
5068.04,12,12,0,1,0,0
1676.96,17,34,1,0,1,1
14051.53,16,7,0,0,0,0
12325.07,15,34,1,0,0,0
9476.62,15,24,0,0,1,1
11477.35,12,23,0,1,1,1
8408.6,7,21,1,1,0,1
7742.11,0,25,0,0,0,0
9503.15,18,37,1,0,0,0
5442.28,4,4,0,1,1,1
7857.93,3,18,1,1,1,1
8964.19,23,24,0,0,1,1
7728.95,13,23,0,1,0,0
10792.12,4,1,0,0,1,1
10072.79,15,40,1,1,0,1
13438.42,17,24,0,1,0,0
4491.91,9,5,0,0,0,0
12662.91,21,10,0,0,1,1
3776.56,3,25,1,1,0,1
519.08,7,36,1,1,0,0
10908.53,14,5,1,1,0,1
482.51,21,14,1,1,0,1
742.28,15,26,0,1,1,1
12850.57,7,14,1,0,1,1
3799.8,1,2,0,0,1,0
1616.48,22,8,0,0,0,0
777.16,1,19,0,1,0,0
6962.49,18,32,0,1,0,0
12732.48,10,12,1,0,1,1
5964.79,21,22,1,1,0,1
1902.45,0,24,1,1,1,1
10492.79,1,22,1,0,0,1
10101.8,22,36,0,1,1,1
3001.06,20,25,0,0,0,0
13263.68,11,4,1,0,0,0
7794.66,4,30,1,1,0,1
6845.32,22,40,1,1,1,1
788.89,5,24,0,0,0,0
9940.58,14,11,0,0,1,1
13228.11,11,36,1,0,0,0
12757.68,12,7,0,1,1,1
105.65,17,13,0,0,1,0
14825.56,3,26,1,1,0,1
2868.41,18,9,1,0,1,1
9111.36,21,10,1,0,1,1
6129.83,18,14,0,1,0,0
12357.46,9,5,1,0,0,0
12501.25,12,2,1,1,0,1
11670.8,13,10,0,1,0,0
13308.34,18,26,1,1,1,1
7205.38,17,27,1,0,0,0
7895.22,4,11,0,0,0,0
1427.53,3,29,1,0,0,0
3004.08,22,40,1,0,0,0
5353.74,20,36,1,1,0,1
13607.36,7,40,0,0,0,0
13166.3,16,16,1,1,1,1
5973.24,9,33,1,0,1,1
595.15,23,17,0,0,1,0
5514.29,2,39,1,1,0,1
5586.21,22,33,0,1,0,0
9537.39,12,0,0,1,1,1
9346.92,12,21,1,1,1,1
14969.52,23,32,0,0,1,1
20.4,7,23,1,1,1,1
14574.61,21,25,0,0,0,0
13840.74,17,31,1,1,0,1
10508.97,16,22,0,0,1,1
14691.31,21,10,0,0,0,0
2376.06,23,22,1,0,1,1
13711.54,10,5,1,0,0,0
695.9,4,39,0,0,0,0
11513.15,6,24,1,0,0,0
1247.24,21,35,1,0,1,1
800.25,21,37,1,1,1,1
4210.26,14,19,0,1,1,1
1698.17,9,28,1,1,0,1
4443.65,14,32,1,0,0,0
14495.23,4,1,1,1,0,1
2834.1,17,34,1,1,1,1
12136.79,10,20,0,0,1,1
73.46,0,27,1,1,1,1
7718.66,11,17,1,1,0,1
6621.47,16,36,0,1,0,0
12762.89,8,39,0,1,0,0
7165.39,18,31,0,1,1,1
12888.29,19,11,1,0,0,0
12075.82,20,34,0,0,1,1
7607.87,17,30,1,1,0,1
10681.05,3,29,0,0,0,0
14871.66,3,13,1,0,1,1
12650.39,7,28,0,1,1,1
5849.13,6,6,0,1,0,0
8846.54,5,9,0,1,1,1
6574.38,5,16,1,1,0,1
5071.09,1,18,1,1,1,1
3969.42,16,22,0,1,1,1
5102.12,2,7,1,1,0,1
14297.9,16,1,1,1,0,1
2239.05,14,19,0,1,1,1
12606.1,19,0,0,0,0,0
10240.71,0,19,1,1,0,1
5220.48,6,10,1,0,0,0
13343.49,8,17,1,0,0,1
7713.47,15,40,0,1,0,0
10331.46,4,28,1,0,1,1
1671.93,16,16,0,1,1,1
12625.33,17,18,0,1,0,0
1447.49,10,28,1,0,1,1
2542.78,5,38,1,0,1,1
5235.6,12,40,0,0,1,0
5970.53,21,30,0,0,0,0
7387.46,15,33,0,1,0,0
10280.17,14,32,1,0,1,1
12694.84,6,28,0,1,0,0
8010.22,15,32,1,1,0,1
12577.13,12,30,0,1,1,1
1175.08,1,6,0,1,1,1
4238.94,23,8,0,0,1,0
3204.3,12,25,1,0,0,0
10695.36,15,10,1,0,0,1
13399.51,22,6,1,0,0,0
1781.44,18,37,0,0,1,0
6904.74,23,5,0,0,1,0
8137.94,23,23,1,1,0,1
5392.83,15,21,1,1,1,1
7030.55,5,10,1,1,1,1
2198.69,0,26,0,1,1,1
9514.16,17,27,0,0,1,1
6805.74,15,11,1,0,1,1
3082.45,0,40,0,1,1,1
3115.79,9,22,1,0,0,0
4111.69,17,16,0,1,1,1
163.31,14,29,1,1,1,1
8110.99,5,22,1,0,0,0
6109.46,22,5,0,0,1,0
13239.74,4,25,1,1,0,1
2788.26,4,20,1,1,0,1
14632.85,13,25,1,0,0,0
10360.91,13,28,0,0,1,1
579.51,20,40,1,0,0,0
5403.91,6,26,1,0,1,1
13308.51,19,10,1,1,0,1
14112.85,4,17,0,0,1,1
14761.44,23,0,1,1,0,1
6753.72,4,26,0,1,0,0
8344.55,10,7,1,1,1,1
9481.82,22,34,1,0,1,1
2704.89,8,30,1,0,0,0
9967.12,3,12,1,1,0,1
12433.1,18,19,0,1,1,1
10781.69,16,15,0,1,0,0
12690.94,10,37,1,0,0,0
10227.95,6,38,0,1,0,0
7412.23,7,21,0,0,1,0
14311.53,12,27,0,0,0,0
6419.01,20,11,0,1,1,1
12386.99,21,15,1,0,1,1
2759.73,22,36,1,0,1,1
6037.03,10,40,1,1,0,1
1125.32,9,1,1,0,1,1
441.97,16,14,1,1,0,1
4371.39,0,15,1,0,0,0
11072.84,7,34,1,0,1,1
10559.55,5,2,1,1,0,1
11809.61,23,19,1,1,0,1
1478.9,16,25,1,0,0,0
4073.35,13,13,0,1,1,1
7805.0,9,30,0,1,0,0
11726.67,20,23,1,0,0,1
3690.45,19,9,0,0,1,0
5011.53,12,23,1,0,0,0
9085.31,6,15,1,0,0,0
12224.43,3,29,0,0,1,1
9243.72,15,27,0,0,1,1
2971.51,11,11,0,1,0,0
12464.37,17,6,1,0,1,1
1155.01,9,0,0,1,0,0
14086.61,20,22,1,0,1,1
14336.4,22,9,0,1,0,0
11868.15,12,19,1,1,0,1
12836.76,14,28,1,0,1,1
8656.03,11,38,1,0,1,1
10571.98,8,6,1,1,0,1
5052.38,4,30,1,0,0,0
14286.35,22,39,0,0,0,0
8873.94,6,14,1,1,0,1
6603.04,22,14,1,1,0,1
10952.34,9,6,1,0,1,1
3022.41,7,25,1,1,1,1
4027.43,12,27,1,0,0,0
11253.76,0,8,1,0,0,1
12833.51,1,27,1,0,1,1
5230.91,17,32,1,0,0,0
3267.34,10,21,0,1,0,0
12004.55,2,10,1,0,1,1
11206.36,15,1,0,1,1,1
6176.2,6,8,1,0,0,0
3244.0,8,5,0,0,1,0
14036.95,8,2,0,1,0,0
14012.65,4,40,1,1,0,1
7873.36,17,6,0,0,1,0
562.63,7,17,0,0,1,0
3702.73,11,24,0,1,1,1
13048.9,18,25,1,0,1,1
7948.93,4,3,1,0,0,0
11249.95,9,39,0,1,1,1
11051.64,20,37,1,1,0,1
7524.44,6,40,1,0,0,0
226.58,8,10,0,0,0,0
694.67,14,35,1,1,0,0
14457.32,13,27,0,1,0,0
10415.12,7,6,0,0,1,1
10305.92,5,3,1,1,1,1
8525.64,10,30,0,0,1,1
3648.47,8,35,0,1,0,0
3374.77,6,24,0,0,1,0
4211.38,5,10,1,1,1,1
11416.31,9,7,1,0,0,0
4400.09,13,39,0,0,0,0
10940.56,1,23,0,0,0,0
8620.17,5,33,1,1,1,1
5348.71,10,8,0,0,0,0
6869.12,1,33,1,0,0,0
3811.55,20,18,1,1,1,1
14094.95,8,5,0,0,1,1
12291.09,17,9,1,0,1,1
1845.88,18,36,0,1,1,1
11013.06,18,21,0,0,0,0
673.68,16,37,0,1,0,0
8681.11,14,0,1,0,0,1
8015.81,17,16,1,0,0,0
12504.0,17,13,0,0,1,1
12565.67,10,38,1,1,0,1
2097.74,23,1,0,1,1,1
3878.17,5,24,1,0,0,0
5862.37,12,10,0,1,1,1
12971.82,17,37,0,0,1,1
14602.83,10,15,0,1,0,0
10326.37,21,11,0,1,1,1
714.6,22,30,1,0,1,1
13459.14,1,14,0,1,0,1
14409.05,20,40,0,1,1,1
12927.78,18,26,0,0,0,0
9334.05,7,33,0,1,0,0
14798.87,19,40,1,1,1,1
4929.0,4,30,0,1,1,1
335.28,2,38,0,1,1,1
3772.25,0,34,0,1,0,0
14254.0,0,39,0,0,0,0
14230.39,2,7,0,0,0,0
9364.82,7,31,0,1,0,0
6773.71,22,5,1,1,0,1
2739.54,3,32,0,0,1,0
10281.23,2,9,1,0,0,1
14059.71,17,3,1,1,0,1
1192.77,18,24,1,1,1,1
725.06,8,23,1,1,1,1
7132.57,12,14,1,0,0,0
6809.07,8,20,0,1,1,1
12807.74,21,8,1,0,0,1
7036.23,4,0,0,0,0,0
427.91,11,27,0,1,1,1
1379.23,0,20,1,0,0,0
13694.93,8,37,0,0,0,0
6024.45,6,6,1,0,1,1
12031.16,23,35,0,0,0,0
5942.64,22,34,0,1,1,1
5432.97,6,11,0,0,1,0
11541.9,17,40,0,0,0,0
6217.44,20,24,1,1,1,1
5470.0,9,17,0,0,0,0
1995.65,7,5,1,1,0,0
4945.65,21,36,0,0,0,0
14345.86,1,29,1,0,1,1
13866.8,22,37,0,0,0,0
12770.2,14,4,0,1,0,1
9806.29,11,9,1,1,0,1
8022.14,8,28,0,0,1,1
5684.78,6,20,1,1,0,1
140.52,12,31,1,1,1,1
10133.86,13,25,1,1,1,1
7961.82,1,13,1,1,1,1
5296.52,21,1,1,1,0,1
9833.55,5,14,1,0,1,1
4541.57,9,18,0,0,0,0
150.08,4,8,1,0,0,0
9873.52,21,19,1,1,1,1
4331.77,10,29,1,0,1,1
10887.32,11,4,1,1,1,1
8850.33,15,3,1,0,0,0
